0.300800,-0.050650,-0.486800,0.010030,0.415800,0.909400
-0.283900,0.034900,0.951200,-0.355000,0.366300,0.860100
-0.268700,0.358600,0.091910,-0.872000,0.489500,0.002583
0.351100,-0.215700,0.389600,0.878400,-0.241100,-0.412700
-0.317500,-0.028220,-0.915200,-0.842900,0.008581,-0.538000
-0.333600,-0.200900,0.373500,-0.049390,-0.358000,-0.932400
-0.335400,-0.130500,-0.300100,-0.299600,-0.954000,-0.009060
0.320700,0.184100,0.865000,0.945700,0.278700,0.167200
0.314400,0.264400,0.030110,0.941000,0.336200,0.039270
0.177300,-0.078440,-0.969100,0.129700,-0.554200,-0.822200
-0.076600,0.276900,-0.378000,0.033810,-0.837900,0.544700
0.006105,-0.102400,0.015590,0.657700,-0.753300,-0.003310
-0.000121,0.016510,0.604600,0.000000,-1.000000,0.000000
0.054540,0.339000,0.342800,-0.010180,-0.025440,0.999600
-0.327100,0.197800,0.451900,0.180500,0.983600,0.000719
-0.241800,-0.291100,-0.639800,0.293200,-0.932400,0.211100
0.347400,0.146000,0.488300,-0.975900,-0.218200,-0.000205
-0.032360,0.155100,-0.756100,-0.033930,0.988200,-0.149300
-0.353300,-0.021780,0.048340,0.983000,0.182800,-0.017810
0.341800,-0.080640,-0.126300,0.891400,-0.453100,-0.009692
-0.346100,0.131300,-0.573300,-0.990200,0.131900,-0.044870
0.286100,0.276300,-0.327200,-0.370700,-0.810000,0.454400
0.087700,-0.051540,0.974900,-0.072490,-0.969000,0.236100
0.320000,-0.284500,-0.741600,0.003362,-0.892700,-0.450600
-0.011330,-0.098130,-0.380700,-0.846800,-0.531900,-0.001481
0.300900,-0.104700,0.711700,0.476900,-0.851300,0.218700
-0.342200,0.184000,-0.213500,-0.957600,0.288000,-0.005708
0.109100,0.023630,0.296200,0.000002,-0.334200,0.942500
0.000052,0.382000,-0.082770,0.017560,0.997800,-0.064300
0.300600,0.121200,-0.757300,-0.140700,-0.970300,0.196900
-0.289600,-0.117400,0.669300,0.219000,0.961400,-0.166400
0.055890,-0.134400,-0.690700,0.615700,-0.657300,0.434700
-0.163600,0.130300,0.230900,0.010130,-0.319200,0.947600
0.348200,-0.056280,0.157300,0.956500,-0.290500,0.026930
