0.118000,0.429300,-0.840200,0.180300,-0.516000,0.837400
-0.121700,-0.463000,0.871500,-0.033650,-0.963900,0.264000
-0.010960,0.553400,0.463000,-0.551300,0.769900,-0.321400
-0.003396,0.182600,-0.169600,-0.698700,-0.657400,-0.282100
0.101800,-0.069340,0.409500,0.435100,-0.582100,-0.686900
-0.144200,0.096410,0.778800,-0.435400,0.164500,0.885100
0.117100,-0.475200,0.517200,0.196100,-0.959300,-0.203100
-0.160800,0.204600,0.410800,0.686600,-0.265800,0.676800
0.153000,0.286800,0.664800,0.902700,0.415400,-0.111900
0.102900,0.263100,-0.514000,0.321100,-0.588100,0.742300
-0.132700,-0.214300,0.629800,0.619900,0.225000,0.751700
0.188400,-0.206900,0.696300,0.676000,-0.016430,0.736700
-0.002372,0.102600,0.146800,-0.242700,-0.953600,-0.178400
-0.111500,0.354800,0.637300,-0.623800,0.585400,0.517900
0.083580,0.035440,0.646600,0.325400,-0.094920,-0.940800
-0.034320,0.442900,-0.632400,-0.891100,-0.007335,0.453800
-0.020650,-0.108500,0.799500,0.351100,0.204200,0.913800
0.171600,0.244500,-0.723900,0.163200,-0.970500,0.177400
0.031200,-0.357200,0.680900,0.400100,-0.028850,-0.916000
0.010730,0.223400,0.528300,-0.288000,0.205600,0.935300
-0.083250,0.383300,-0.853900,-0.742000,-0.670200,0.016350
-0.114400,-0.012290,0.610600,-0.426100,0.073590,-0.901700
0.049270,-0.210300,0.546200,0.334700,0.125900,0.933900
0.036440,0.293300,-0.326200,-0.326300,0.942900,0.067140
0.054940,0.456200,0.635500,-0.522400,0.810900,0.263800
-0.125500,-0.280500,0.809300,-0.506300,0.486800,0.711800
-0.008038,0.241200,0.751700,-0.293100,0.065120,0.953900
-0.156500,0.176200,0.600600,-0.950700,0.022940,-0.309300
-0.005010,0.059950,0.327300,0.993500,-0.098080,0.058120
-0.152700,-0.462700,0.699800,-0.475000,0.160600,-0.865200
0.036110,0.183400,0.000225,0.696600,0.632600,0.338500
0.133100,0.384200,-0.632300,0.797900,0.538800,-0.270200
0.180900,0.134200,0.747300,0.618200,0.031180,0.785400
0.009385,0.294000,-0.730600,-0.531300,-0.444400,0.721300
-0.009782,0.387900,0.484400,-0.425300,-0.514800,-0.744400
-0.175700,-0.072340,0.756100,-0.968500,0.098610,0.228900
0.193100,-0.366900,0.666900,0.989200,-0.060410,-0.133800
0.015630,0.060070,0.788100,-0.590100,0.331500,0.736100
-0.163400,0.335300,0.493800,0.866700,-0.325300,0.378100
0.169700,-0.085150,0.607600,0.297400,0.167900,-0.939900
-0.014090,-0.122200,0.651200,0.971000,0.205400,-0.122700
0.006601,0.483700,-0.768200,-0.269200,0.908800,0.318600
0.105200,-0.074840,0.740700,0.676200,0.175100,0.715600
-0.026540,0.095420,0.587300,0.128500,0.461300,0.877900
-0.062770,0.499400,0.579100,-0.790900,0.027010,0.611400
-0.090520,0.165700,0.300300,-0.490900,0.594000,-0.637300
0.074380,-0.481200,0.646300,0.051800,-0.998600,0.010960
0.089880,0.169000,0.623800,-0.805400,0.540200,0.243800
-0.000789,0.375300,0.727200,0.499100,-0.420800,-0.757600
-0.109600,-0.336300,0.686300,-0.367500,0.534200,0.761300
0.067260,0.335600,0.581300,-0.600400,-0.200200,0.774200
0.033030,0.332600,-0.875500,0.520000,-0.160000,-0.839100
0.203700,0.384100,-0.757000,0.995400,-0.080640,-0.052130
0.064020,-0.225800,0.671800,-0.297300,-0.183800,-0.936900
0.073540,-0.340500,0.562900,-0.516800,0.157300,0.841600
0.025850,0.324500,-0.610300,-0.747900,-0.540500,0.385400
-0.054520,-0.390600,0.783700,0.854000,-0.282800,-0.436700
-0.065100,0.276000,0.443700,-0.882700,-0.053110,0.466800
0.187900,0.016100,0.710100,0.999400,-0.020320,0.028630
-0.053360,-0.226300,0.723600,-0.872800,-0.291400,-0.391600
-0.121600,0.240500,0.699000,-0.590200,0.263400,0.763100
0.073440,0.482600,0.518700,-0.392500,0.908700,0.142100
-0.023470,-0.010330,0.695400,-0.989500,-0.019640,-0.143100
